id2;image_name
1;Рисунок2.jpg
2;Рисунок3.jpg
3;Рисунок4.jpg
4;Рисунок5.jpg
5;Рисунок6.jpg
6;Рисунок7.jpg
7;Рисунок8.jpg
8;Рисунок9.jpg
9;Рисунок10.jpg
